plane u v itype x0 y0 irot nvertices vx_0 vy_0 vx_1 vy_1 vx_2 vy_2 vx_3 vy_3 vx_4 vy_4 vx_5 vy_5 vx_6 vy_6 icassette trigRate trigLinks dataRate_ld dataLinks_ld dataRate_hd dataLinks_hd MB wagon isEngine nROCs power mrot phi HDorLD hash hash_hdld engine_trig_fibres engine_data_fibres engine_ctrl_fibres dataPp0 trigPp0 dataPp0_type trigPp0_type dataPp1 trigPp1 dataPp1_type trigPp1_type dataPp2 DAQ
13 7 2 FM 1009.930 292.730 0 6 1009.900 195.900 1093.800 244.400 1093.800 341.200 1009.900 389.500 926.100 341.200 926.100 244.400 1009.900 195.900 1 1.230 4.000 0.568 1.000 0.533 1.000 7 0 True 3 3.600 0 16.164 0 1307020.000 1307020 2 1 1 PP0(CE-)L13/C01_FO_1_1 PP0(CE-)L13/C01_FO_2_2 A A PP1(CE-)5_FO_1_13 PP1(CE-)3_FO_2_5 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
13 7 3 FM 926.120 437.900 0 6 926.100 341.200 1009.900 389.500 1009.900 486.300 926.100 534.700 842.300 486.300 842.300 389.500 926.100 341.200 1 1.264 4.000 0.595 1.000 0.559 1.000 10 0 False 3 3.600 0 25.306 0 1307030.000 1307030 2 1 1 PP0(CE-)L13/C01_FO_1_2 PP0(CE-)L13/C01_FO_2_2 A A PP1(CE-)5_FO_1_14 PP1(CE-)3_FO_2_5 Ap Ap PPFO(CE-)X5_1 DAQ_1_1
13 7 4 FM 842.300 583.090 4 6 842.300 486.300 926.100 534.700 926.100 631.500 842.300 679.900 758.500 631.500 758.500 534.700 842.300 486.300 1 1.282 4.000 0.597 1.000 0.561 1.000 13 0 True 3 3.600 0 34.693 0 1307040.000 1307040 2 1 1 PP0(CE-)L13/C01_FO_1_2 PP0(CE-)L13/C01_FO_2_3 A C PP1(CE-)5_FO_1_14 PP1(CE-)3_FO_2_3 Ap Ap PPFO(CE-)X5_1 DAQ_1_1
13 7 5 FM 758.480 728.270 4 6 758.500 631.500 842.300 679.900 842.300 776.700 758.500 825.000 674.700 776.700 674.700 679.900 758.500 631.500 1 1.225 4.000 0.567 1.000 0.533 1.000 5 1 False 3 3.600 0 43.836 0 1307050.000 1307050 2 1 1 PP0(CE-)L13/C01_FO_1_1 PP0(CE-)L13/C01_FO_2_1 A A PP1(CE-)5_FO_1_13 PP1(CE-)3_FO_2_4 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
13 7 6 FO 674.660 873.450 4 6 674.700 776.700 758.500 825.000 758.500 921.900 674.700 970.200 590.800 921.900 590.800 825.000 674.700 776.700 1 1.221 4.000 0.511 1.000 0.479 1.000 4 1 False 3 3.600 0 52.317 0 1307060.000 1307060 2 1 1 PP0(CE-)L13/C01_FO_1_1 PP0(CE-)L13/C01_FO_2_1 A A PP1(CE-)5_FO_1_13 PP1(CE-)3_FO_2_4 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
13 7 7 FO 586.738 1020.999 1 6 670.553 972.632 670.537 1069.404 586.793 1117.754 502.890 1069.432 502.993 972.609 586.737 924.259 670.553 972.632 2 1.077 3.000 0.451 1.000 0.425 1.000 109 1 False 3 3.600 0 60.115 0 1307070.000 1307070 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_14 PP1(CE-)9_FO_2_5 Ap Ap PPFO(CE-)X5_10 DAQ_2_1
13 7 8 FO 502.918 1166.179 1 6 586.793 1117.754 586.690 1214.577 502.946 1262.927 419.043 1214.604 419.146 1117.782 502.890 1069.432 586.793 1117.754 2 1.064 3.000 0.395 1.000 0.377 1.000 108 1 False 3 3.600 0 66.672 0 1307080.000 1307080 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_14 PP1(CE-)9_FO_2_5 Ap Ap PPFO(CE-)X5_10 DAQ_2_1
13 7 9 FO 419.098 1311.360 1 6 502.946 1262.927 502.843 1359.750 419.012 1408.150 335.283 1359.727 335.212 1263.004 419.043 1214.604 502.946 1262.927 2 0.964 2.000 0.335 1.000 0.327 1.000 107 1 False 3 3.600 0 72.277 0 1307090.000 1307090 2 1 1 PP0(CE-)L13/C02_FO_1_1 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_13 PP1(CE-)9_FO_2_5 Ap Ap PPFO(CE-)X5_17 DAQ_2_5
13 7 10 bOeRL 335.287 1456.535 3 5 419.133 1504.960 251.436 1504.900 251.452 1408.127 335.283 1359.727 419.012 1408.150 419.133 1504.960 0.000 0.000 2 0.839 2.000 0.264 1.000 0.264 1.000 110 1 False 3 3.600 0 77.037 0 1307100.000 1307100 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_14 PP1(CE-)9_FO_2_5 Ap Ap PPFO(CE-)X5_10 DAQ_2_1
13 8 0 FO 1345.220 2.370 0 6 1345.200 -94.400 1429.000 -46.000 1429.000 50.700 1345.200 99.200 1261.400 50.700 1261.400 -46.000 1345.200 -94.400 1 0.999 2.000 0.350 1.000 0.340 1.000 9 1 False 3 3.600 0 0.101 0 1308000.000 1308000 2 1 1 PP0(CE-)L13/C01_FO_1_2 PP0(CE-)L13/C01_FO_2_2 A A PP1(CE-)5_FO_1_14 PP1(CE-)3_FO_2_5 Ap Ap PPFO(CE-)X5_1 DAQ_1_1
13 8 1 FO 1261.400 147.550 0 6 1261.400 50.700 1345.200 99.200 1345.200 195.900 1261.400 244.400 1177.600 195.900 1177.600 99.200 1261.400 50.700 1 1.064 3.000 0.395 1.000 0.377 1.000 8 1 False 3 3.600 0 6.672 0 1308010.000 1308010 2 1 1 PP0(CE-)L13/C01_FO_1_2 PP0(CE-)L13/C01_FO_2_2 A A PP1(CE-)5_FO_1_14 PP1(CE-)3_FO_2_5 Ap Ap PPFO(CE-)X5_1 DAQ_1_1
13 8 2 FO 1177.580 292.730 0 6 1177.600 195.900 1261.400 244.400 1261.400 341.200 1177.600 389.500 1093.800 341.200 1093.800 244.400 1177.600 195.900 1 1.085 3.000 0.428 1.000 0.406 1.000 7 1 False 3 3.600 0 13.960 0 1308020.000 1308020 2 1 1 PP0(CE-)L13/C01_FO_1_1 PP0(CE-)L13/C01_FO_2_2 A A PP1(CE-)5_FO_1_13 PP1(CE-)3_FO_2_5 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
13 8 3 FO 1093.760 437.900 0 6 1093.800 341.200 1177.600 389.500 1177.600 486.300 1093.800 534.700 1009.900 486.300 1009.900 389.500 1093.800 341.200 1 1.095 4.000 0.448 1.000 0.423 1.000 10 0 True 3 3.600 0 21.819 0 1308030.000 1308030 2 1 1 PP0(CE-)L13/C01_FO_1_2 PP0(CE-)L13/C01_FO_2_2 A A PP1(CE-)5_FO_1_14 PP1(CE-)3_FO_2_5 Ap Ap PPFO(CE-)X5_1 DAQ_1_1
13 8 4 FO 1009.930 583.090 0 6 1009.900 486.300 1093.800 534.700 1093.800 631.500 1009.900 679.900 926.100 631.500 926.100 534.700 1009.900 486.300 1 1.096 4.000 0.460 1.000 0.433 1.000 11 0 True 3 3.600 0 30.000 0 1308040.000 1308040 2 1 1 PP0(CE-)L13/C01_FO_1_2 PP0(CE-)L13/C01_FO_2_2 A A PP1(CE-)5_FO_1_14 PP1(CE-)3_FO_2_5 Ap Ap PPFO(CE-)X5_1 DAQ_1_1
13 8 5 FO 926.120 728.270 4 6 926.100 631.500 1009.900 679.900 1009.900 776.700 926.100 825.000 842.300 776.700 842.300 679.900 926.100 631.500 1 1.118 4.000 0.450 1.000 0.425 1.000 6 1 False 3 3.600 0 38.180 0 1308050.000 1308050 2 1 1 PP0(CE-)L13/C01_FO_1_1 PP0(CE-)L13/C01_FO_2_1 A A PP1(CE-)5_FO_1_13 PP1(CE-)3_FO_2_4 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
13 8 6 FO 842.300 873.450 4 6 842.300 776.700 926.100 825.000 926.100 921.900 842.300 970.200 758.500 921.900 758.500 825.000 842.300 776.700 1 1.052 3.000 0.426 1.000 0.404 1.000 5 0 True 3 3.600 0 46.040 0 1308060.000 1308060 2 1 1 PP0(CE-)L13/C01_FO_1_1 PP0(CE-)L13/C01_FO_2_1 A A PP1(CE-)5_FO_1_13 PP1(CE-)3_FO_2_4 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
13 8 7 FO 758.480 1018.630 4 6 758.500 921.900 842.300 970.200 842.300 1067.000 758.500 1115.400 674.700 1067.000 674.700 970.200 758.500 921.900 1 1.053 3.000 0.393 1.000 0.376 1.000 4 0 True 3 3.600 0 53.328 0 1308070.000 1308070 2 1 1 PP0(CE-)L13/C01_FO_1_1 PP0(CE-)L13/C01_FO_2_1 A A PP1(CE-)5_FO_1_13 PP1(CE-)3_FO_2_4 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
13 8 8 FO 670.558 1166.180 1 6 754.353 1117.777 754.337 1214.550 670.593 1262.900 586.690 1214.577 586.793 1117.754 670.537 1069.404 754.353 1117.777 2 0.999 2.000 0.350 1.000 0.340 1.000 109 1 False 3 3.600 0 60.101 0 1308080.000 1308080 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_14 PP1(CE-)9_FO_2_5 Ap Ap PPFO(CE-)X5_10 DAQ_2_1
13 8 9 FOe 586.738 1311.360 1 6 670.593 1262.900 670.540 1359.810 586.796 1408.160 502.843 1359.750 502.946 1262.927 586.690 1214.577 670.593 1262.900 2 0.902 3.000 0.322 1.000 0.316 1.000 108 1 False 3 3.600 0 65.895 0 1308090.000 1308090 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_14 PP1(CE-)9_FO_2_5 Ap Ap PPFO(CE-)X5_10 DAQ_2_1
13 8 10 aOeB 502.918 1456.540 1 4 586.796 1408.160 419.133 1504.960 419.012 1408.150 502.843 1359.750 586.796 1408.160 0.000 0.000 0.000 0.000 2 0.760 1.000 0.178 1.000 0.178 1.000 107 1 False 3 3.600 0 70.951 0 1308100.000 1308100 2 1 1 PP0(CE-)L13/C02_FO_1_1 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_13 PP1(CE-)9_FO_2_5 Ap Ap PPFO(CE-)X5_17 DAQ_2_5
13 9 0 aOeB 1512.860 2.370 0 4 1512.900 -94.400 1512.900 99.200 1429.000 50.700 1429.000 -46.000 1512.900 -94.400 0.000 0.000 0.000 0.000 1 0.773 1.000 0.179 1.000 0.179 1.000 9 1 False 3 3.600 0 0.090 0 1309000.000 1309000 2 1 1 PP0(CE-)L13/C01_FO_1_2 PP0(CE-)L13/C01_FO_2_2 A A PP1(CE-)5_FO_1_14 PP1(CE-)3_FO_2_5 Ap Ap PPFO(CE-)X5_1 DAQ_1_1
13 9 1 FOe 1429.040 147.550 0 6 1429.000 50.700 1512.900 99.200 1512.900 195.900 1429.000 244.400 1345.200 195.900 1345.200 99.200 1429.000 50.700 1 0.902 3.000 0.322 1.000 0.316 1.000 8 1 False 3 3.600 0 5.895 0 1309010.000 1309010 2 1 1 PP0(CE-)L13/C01_FO_1_2 PP0(CE-)L13/C01_FO_2_2 A A PP1(CE-)5_FO_1_14 PP1(CE-)3_FO_2_5 Ap Ap PPFO(CE-)X5_1 DAQ_1_1
13 9 2 FO 1345.220 292.730 0 6 1345.200 195.900 1429.000 244.400 1429.000 341.200 1345.200 389.500 1261.400 341.200 1261.400 244.400 1345.200 195.900 1 0.964 2.000 0.335 1.000 0.327 1.000 7 1 False 3 3.600 0 12.277 0 1309020.000 1309020 2 1 1 PP0(CE-)L13/C01_FO_1_1 PP0(CE-)L13/C01_FO_2_2 A A PP1(CE-)5_FO_1_13 PP1(CE-)3_FO_2_5 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
13 9 3 FO 1261.400 437.900 0 6 1261.400 341.200 1345.200 389.500 1345.200 486.300 1261.400 534.700 1177.600 486.300 1177.600 389.500 1261.400 341.200 1 1.000 3.000 0.357 1.000 0.346 1.000 10 1 False 3 3.600 0 19.145 0 1309030.000 1309030 2 1 1 PP0(CE-)L13/C01_FO_1_2 PP0(CE-)L13/C01_FO_2_2 A A PP1(CE-)5_FO_1_14 PP1(CE-)3_FO_2_5 Ap Ap PPFO(CE-)X5_1 DAQ_1_1
13 9 4 FO 1177.580 583.090 0 6 1177.600 486.300 1261.400 534.700 1261.400 631.500 1177.600 679.900 1093.800 631.500 1093.800 534.700 1177.600 486.300 1 1.035 4.000 0.369 1.000 0.356 1.000 11 1 False 3 3.600 0 26.343 0 1309040.000 1309040 2 1 1 PP0(CE-)L13/C01_FO_1_2 PP0(CE-)L13/C01_FO_2_2 A A PP1(CE-)5_FO_1_14 PP1(CE-)3_FO_2_5 Ap Ap PPFO(CE-)X5_1 DAQ_1_1
13 9 5 FO 1093.760 728.270 4 6 1093.800 631.500 1177.600 679.900 1177.600 776.700 1093.800 825.000 1009.900 776.700 1009.900 679.900 1093.800 631.500 1 1.039 4.000 0.369 1.000 0.356 1.000 12 1 False 3 3.600 0 33.657 0 1309050.000 1309050 2 1 1 PP0(CE-)L13/C01_FO_1_2 PP0(CE-)L13/C01_FO_2_2 A A PP1(CE-)5_FO_1_14 PP1(CE-)3_FO_2_5 Ap Ap PPFO(CE-)X5_1 DAQ_1_1
13 9 6 FO 1009.930 873.450 4 6 1009.900 776.700 1093.800 825.000 1093.800 921.900 1009.900 970.200 926.100 921.900 926.100 825.000 1009.900 776.700 1 1.032 4.000 0.358 1.000 0.347 1.000 6 0 True 3 3.600 0 40.855 0 1309060.000 1309060 2 1 1 PP0(CE-)L13/C01_FO_1_1 PP0(CE-)L13/C01_FO_2_1 A A PP1(CE-)5_FO_1_13 PP1(CE-)3_FO_2_4 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
13 9 7 FO 926.120 1018.630 4 6 926.100 921.900 1009.900 970.200 1009.900 1067.000 926.100 1115.400 842.300 1067.000 842.300 970.200 926.100 921.900 1 0.955 2.000 0.339 1.000 0.331 1.000 5 0 False 3 3.600 0 47.723 0 1309070.000 1309070 2 1 1 PP0(CE-)L13/C01_FO_1_1 PP0(CE-)L13/C01_FO_2_1 A A PP1(CE-)5_FO_1_13 PP1(CE-)3_FO_2_4 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
13 9 8 FOe 842.300 1163.810 4 6 842.300 1067.000 926.100 1115.400 926.100 1212.200 842.300 1260.600 758.500 1212.200 758.500 1115.400 842.300 1067.000 1 0.891 3.000 0.321 1.000 0.315 1.000 4 0 False 3 3.600 0 54.105 0 1309080.000 1309080 2 1 1 PP0(CE-)L13/C01_FO_1_1 PP0(CE-)L13/C01_FO_2_1 A A PP1(CE-)5_FO_1_13 PP1(CE-)3_FO_2_4 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
13 9 9 aOeB 754.378 1311.360 1 4 838.203 1263.010 670.540 1359.810 670.593 1262.900 754.337 1214.550 838.203 1263.010 0.000 0.000 0.000 0.000 2 0.773 1.000 0.179 1.000 0.179 1.000 109 1 False 3 3.600 0 60.090 0 1309090.000 1309090 2 1 1 PP0(CE-)L13/C02_FO_1_2 PP0(CE-)L13/C02_FO_2_2 A A PP1(CE-)11_FO_1_14 PP1(CE-)9_FO_2_5 Ap Ap PPFO(CE-)X5_10 DAQ_2_1
13 10 2 aOeB 1512.860 292.730 0 4 1512.900 195.900 1512.900 389.500 1429.000 341.200 1429.000 244.400 1512.900 195.900 0.000 0.000 0.000 0.000 1 0.760 1.000 0.178 1.000 0.178 1.000 7 1 False 3 3.600 0 10.951 0 1310020.000 1310020 2 1 1 PP0(CE-)L13/C01_FO_1_1 PP0(CE-)L13/C01_FO_2_2 A A PP1(CE-)5_FO_1_13 PP1(CE-)3_FO_2_5 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
13 10 3 bOeRL 1429.040 437.900 2 5 1512.900 389.500 1429.000 534.700 1345.200 486.300 1345.200 389.500 1429.000 341.200 1512.900 389.500 0.000 0.000 1 0.839 2.000 0.264 1.000 0.264 1.000 10 1 False 3 3.600 0 17.037 0 1310030.000 1310030 2 1 1 PP0(CE-)L13/C01_FO_1_2 PP0(CE-)L13/C01_FO_2_2 A A PP1(CE-)5_FO_1_14 PP1(CE-)3_FO_2_5 Ap Ap PPFO(CE-)X5_1 DAQ_1_1
13 10 4 FOe 1345.220 583.090 0 6 1345.200 486.300 1429.000 534.700 1429.000 631.500 1345.200 679.900 1261.400 631.500 1261.400 534.700 1345.200 486.300 1 0.881 4.000 0.313 1.000 0.308 1.000 11 1 False 3 3.600 0 23.434 0 1310040.000 1310040 2 1 1 PP0(CE-)L13/C01_FO_1_2 PP0(CE-)L13/C01_FO_2_2 A A PP1(CE-)5_FO_1_14 PP1(CE-)3_FO_2_5 Ap Ap PPFO(CE-)X5_1 DAQ_1_1
13 10 5 bOeRL 1261.400 728.270 2 5 1345.200 679.900 1261.400 825.000 1177.600 776.700 1177.600 679.900 1261.400 631.500 1345.200 679.900 0.000 0.000 1 0.871 2.000 0.273 1.000 0.273 1.000 12 1 False 3 3.600 0 30.000 0 1310050.000 1310050 2 1 1 PP0(CE-)L13/C01_FO_1_2 PP0(CE-)L13/C01_FO_2_2 A A PP1(CE-)5_FO_1_14 PP1(CE-)3_FO_2_5 Ap Ap PPFO(CE-)X5_1 DAQ_1_1
13 10 6 FOe 1177.580 873.450 4 6 1177.600 776.700 1261.400 825.000 1261.400 921.900 1177.600 970.200 1093.800 921.900 1093.800 825.000 1177.600 776.700 1 0.887 4.000 0.312 1.000 0.308 1.000 12 0 True 3 3.600 0 36.566 0 1310060.000 1310060 2 1 1 PP0(CE-)L13/C01_FO_1_2 PP0(CE-)L13/C01_FO_2_2 A A PP1(CE-)5_FO_1_14 PP1(CE-)3_FO_2_5 Ap Ap PPFO(CE-)X5_1 DAQ_1_1
13 10 7 bOeLR 1093.760 1018.630 2 5 1177.600 970.200 1093.800 1115.400 1009.900 1067.000 1009.900 970.200 1093.800 921.900 1177.600 970.200 0.000 0.000 1 0.853 2.000 0.264 1.000 0.264 1.000 6 0 False 3 3.600 0 42.963 0 1310070.000 1310070 2 1 1 PP0(CE-)L13/C01_FO_1_1 PP0(CE-)L13/C01_FO_2_1 A A PP1(CE-)5_FO_1_13 PP1(CE-)3_FO_2_4 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
13 10 8 aOeT 1009.930 1163.810 4 4 1093.800 1115.400 926.100 1212.200 926.100 1115.400 1009.900 1067.000 1093.800 1115.400 0.000 0.000 0.000 0.000 1 0.763 1.000 0.178 1.000 0.178 1.000 5 0 False 3 3.600 0 49.049 0 1310080.000 1310080 2 1 1 PP0(CE-)L13/C01_FO_1_1 PP0(CE-)L13/C01_FO_2_1 A A PP1(CE-)5_FO_1_13 PP1(CE-)3_FO_2_4 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
14 1 2 dIeR 0.002 295.096 3 5 83.770 343.506 83.830 321.602 -83.817 321.575 -83.790 343.529 -0.046 391.879 83.770 343.506 0.000 0.000 2 0.000 0.000 1.563 2.000 1.563 2.000 102 0 False 3 3.600 0 90.000 1 1401020.000 1401021 0 2 2 PP0(CE-)L14/C02_FO_1_2 None A None PP1(CE-)11_FO_1_12 None Ap None PPFO(CE-)X5_15 DAQ_2_4
14 1 3 FI 83.822 440.277 4 6 -0.046 391.879 0.057 488.702 83.888 537.102 167.617 488.679 167.688 391.956 83.857 343.556 -0.046 391.879 2 0.000 0.000 2.194 3.000 2.380 3.000 102 0 False 6 7.200 0 79.221 1 1401030.000 1401031 0 2 2 PP0(CE-)L14/C02_FO_1_2 None A None PP1(CE-)11_FO_1_12 None Ap None PPFO(CE-)X5_15 DAQ_2_4
14 1 4 FI 167.633 585.452 4 6 83.888 537.102 83.817 633.825 167.648 682.225 251.464 633.852 251.448 537.079 167.617 488.679 83.888 537.102 2 0.000 0.000 1.437 2.000 1.458 2.000 102 0 False 6 7.200 0 74.022 1 1401040.000 1401041 0 2 2 PP0(CE-)L14/C02_FO_1_2 None A None PP1(CE-)11_FO_1_12 None Ap None PPFO(CE-)X5_15 DAQ_2_4
14 1 5 FI 251.461 730.637 4 6 167.648 682.225 167.664 778.998 251.495 827.398 335.311 779.025 335.295 682.252 251.464 633.852 167.648 682.225 2 0.000 0.000 1.082 2.000 1.072 2.000 102 0 True 6 7.200 0 71.008 1 1401050.000 1401051 0 2 2 PP0(CE-)L14/C02_FO_1_2 None A None PP1(CE-)11_FO_1_12 None Ap None PPFO(CE-)X5_15 DAQ_2_4
14 1 6 FM 335.280 875.817 1 6 251.495 827.398 251.461 924.257 335.292 972.657 419.071 924.148 419.142 827.425 335.311 779.025 251.495 827.398 2 0.000 0.000 0.630 1.000 0.584 1.000 104 0 False 3 3.600 0 69.052 0 1401060.000 1401060 0 1 1 PP0(CE-)L14/C02_FO_1_1 None A None PP1(CE-)11_FO_1_11 None Ap None PPFO(CE-)X5_12 DAQ_2_2
14 1 7 FO 419.100 1020.998 1 6 335.292 972.657 335.221 1069.380 419.139 1117.830 502.868 1069.407 502.989 972.598 419.071 924.148 335.292 972.657 2 0.000 0.000 0.474 1.000 0.435 1.000 104 0 True 3 3.600 0 67.683 0 1401070.000 1401070 0 1 1 PP0(CE-)L14/C02_FO_1_1 None A None PP1(CE-)11_FO_1_11 None Ap None PPFO(CE-)X5_12 DAQ_2_2
14 1 8 FO 502.919 1166.178 1 6 419.139 1117.830 419.068 1214.553 502.899 1262.953 586.715 1214.580 586.699 1117.807 502.868 1069.407 419.139 1117.830 2 0.000 0.000 0.365 1.000 0.342 1.000 104 1 False 3 3.600 0 66.672 0 1401080.000 1401080 0 1 1 PP0(CE-)L14/C02_FO_1_1 None A None PP1(CE-)11_FO_1_11 None Ap None PPFO(CE-)X5_12 DAQ_2_2
14 1 9 FOe 586.739 1311.358 1 6 502.899 1262.953 502.915 1359.726 586.746 1408.126 670.562 1359.753 670.546 1262.980 586.715 1214.580 502.899 1262.953 2 0.000 0.000 0.342 1.000 0.342 1.000 104 1 False 3 3.600 0 65.895 0 1401090.000 1401090 0 1 1 PP0(CE-)L14/C02_FO_1_1 None A None PP1(CE-)11_FO_1_11 None Ap None PPFO(CE-)X5_12 DAQ_2_2
14 2 0 gIe -339.380 2.370 0 6 -339.400 99.200 -320.400 88.200 -320.400 -83.500 -339.400 -94.400 -423.200 -46.000 -423.200 50.800 -339.400 99.200 1 0.000 0.000 2.616 3.000 2.616 3.000 0 0 False 6 7.200 0 179.600 1 1402000.000 1402001 0 1 1 PP0(CE-)L14/C01_FO_1_1 None A None PP1(CE-)5_FO_1_11 None Ap None PPFO(CE-)X5_3 DAQ_1_2
14 2 1 dIeR -255.560 147.550 4 5 -255.600 244.300 -236.600 233.400 -320.400 88.200 -339.400 99.200 -339.400 195.900 -255.600 244.300 -0.000 0.000 1 0.000 0.000 1.563 2.000 1.563 2.000 2 0 False 3 3.600 0 150.000 1 1402010.000 1402011 0 2 2 PP0(CE-)L14/C01_FO_1_2 None A None PP1(CE-)5_FO_1_12 None Ap None PPFO(CE-)X5_6 DAQ_1_4
14 2 2 gIe -167.638 295.097 5 6 -83.790 343.529 -83.817 321.575 -232.513 235.725 -251.453 246.729 -251.437 343.502 -167.606 391.902 -83.790 343.529 2 0.000 0.000 2.616 3.000 2.616 3.000 100 0 False 6 7.200 0 119.600 1 1402020.000 1402021 0 1 1 PP0(CE-)L14/C02_FO_1_1 None A None PP1(CE-)11_FO_1_11 None Ap None PPFO(CE-)X5_12 DAQ_2_2
14 2 3 FI -83.818 440.277 5 6 -167.693 391.852 -167.590 488.675 -83.846 537.025 0.057 488.702 -0.046 391.879 -83.790 343.529 -167.693 391.852 2 0.000 0.000 2.194 3.000 2.379 3.000 101 0 False 6 7.200 0 100.779 1 1402030.000 1402031 0 1 1 PP0(CE-)L14/C02_FO_1_1 None A None PP1(CE-)11_FO_1_11 None Ap None PPFO(CE-)X5_12 DAQ_2_2
14 2 4 FI 0.002 585.457 4 6 -83.846 537.025 -83.743 633.848 0.088 682.248 83.817 633.825 83.888 537.102 0.057 488.702 -83.846 537.025 2 0.000 0.000 1.512 2.000 1.537 2.000 103 0 False 6 7.200 0 90.000 1 1402040.000 1402041 0 1 1 PP0(CE-)L14/C02_FO_1_1 None A None PP1(CE-)11_FO_1_11 None Ap None PPFO(CE-)X5_12 DAQ_2_2
14 2 5 FI 83.813 730.632 4 6 0.088 682.248 -0.033 779.057 83.798 827.457 167.664 778.998 167.648 682.225 83.817 633.825 0.088 682.248 2 0.000 0.000 1.126 2.000 1.123 2.000 103 0 True 6 7.200 0 83.456 1 1402050.000 1402051 0 1 1 PP0(CE-)L14/C02_FO_1_1 None A None PP1(CE-)11_FO_1_11 None Ap None PPFO(CE-)X5_12 DAQ_2_2
14 2 6 FM 167.641 875.818 1 6 83.798 827.457 83.814 924.230 167.645 972.630 251.461 924.257 251.495 827.398 167.664 778.998 83.798 827.457 2 0.000 0.000 0.659 1.000 0.606 1.000 105 0 False 3 3.600 0 79.164 0 1402060.000 1402060 0 1 1 PP0(CE-)L14/C02_FO_1_1 None A None PP1(CE-)11_FO_1_11 None Ap None PPFO(CE-)X5_12 DAQ_2_2
14 2 7 FM 251.460 1020.998 1 6 167.645 972.630 167.661 1069.403 251.492 1117.803 335.221 1069.380 335.292 972.657 251.461 924.257 167.645 972.630 2 0.000 0.000 0.537 1.000 0.497 1.000 105 0 True 3 3.600 0 76.164 0 1402070.000 1402070 0 1 1 PP0(CE-)L14/C02_FO_1_1 None A None PP1(CE-)11_FO_1_11 None Ap None PPFO(CE-)X5_12 DAQ_2_2
14 2 8 FO 335.280 1166.178 1 6 251.492 1117.803 251.421 1214.526 335.339 1262.976 419.068 1214.553 419.139 1117.830 335.221 1069.380 251.492 1117.803 2 0.000 0.000 0.396 1.000 0.368 1.000 105 1 False 3 3.600 0 73.960 0 1402080.000 1402080 0 1 1 PP0(CE-)L14/C02_FO_1_1 None A None PP1(CE-)11_FO_1_11 None Ap None PPFO(CE-)X5_12 DAQ_2_2
14 2 9 FO 419.099 1311.358 1 6 335.339 1262.976 335.268 1359.699 419.099 1408.099 502.915 1359.726 502.899 1262.953 419.068 1214.553 335.339 1262.976 2 0.000 0.000 0.319 1.000 0.305 1.000 105 1 False 3 3.600 0 72.277 0 1402090.000 1402090 0 1 1 PP0(CE-)L14/C02_FO_1_1 None A None PP1(CE-)11_FO_1_11 None Ap None PPFO(CE-)X5_12 DAQ_2_2
14 2 10 aOeB 502.924 1456.530 1 4 419.065 1504.959 586.746 1408.126 502.915 1359.726 419.099 1408.099 419.065 1504.959 0.000 0.000 0.000 0.000 2 0.000 0.000 0.000 0.000 0.000 0.000 105 1 False 3 3.600 0 70.951 0 1402100.000 1402100 0 1 1 PP0(CE-)L14/C02_FO_1_1 None A None PP1(CE-)11_FO_1_11 None Ap None PPFO(CE-)X5_12 DAQ_2_2
14 3 0 FI -507.020 2.370 0 6 -507.000 -94.400 -590.800 -46.000 -590.800 50.700 -507.000 99.200 -423.200 50.700 -423.200 -46.000 -507.000 -94.400 1 0.000 0.000 1.826 2.000 1.909 2.000 0 0 False 6 7.200 0 179.732 1 1403000.000 1403001 0 1 1 PP0(CE-)L14/C01_FO_1_1 None A None PP1(CE-)5_FO_1_11 None Ap None PPFO(CE-)X5_3 DAQ_1_2
