plane u v itype x0 y0 irot nvertices vx_0 vy_0 vx_1 vy_1 vx_2 vy_2 vx_3 vy_3 vx_4 vy_4 vx_5 vy_5 vx_6 vy_6 icassette_0 icassette_1 trigRate trigLinks dataRate_ld dataLinks_ld dataRate_hd dataLinks_hd MB wagon hash isEngine nROCs power mrot phi HDorLD hash_hdld dataPp0 trigPp0 dataPp1 trigPp1
35 10 8 FO 1004.600 1256.700 1 6 1004.600 1160.100 1088.400 1208.400 1088.400 1305.100 1004.600 1353.400 920.900 1305.100 920.900 1208.400 1004.600 1160.100 0 1 0.659 2.000 0.365 1.000 0.365 1.000 14 1 3510080 False 3 3.600 1 51.361 0 3510080 35010 135010 -55 -33
35 10 9 FOe 920.900 1401.700 1 6 920.900 1305.100 1004.600 1353.400 1004.600 1450.100 920.900 1498.400 837.200 1450.100 837.200 1353.400 920.900 1305.100 0 1 0.773 2.000 0.412 1.000 0.412 1.000 15 1 3510090 False 3 3.600 1 56.696 0 3510090 35011 135010 -55 -33
35 10 10 aOe 837.200 1546.800 1 4 837.200 1450.100 837.200 1643.400 753.500 1595.100 753.500 1498.400 837.200 1450.100 0.000 0.000 0.000 0.000 1 0 0.345 1.000 0.222 1.000 0.222 1.000 16 1 3510100 False 3 3.600 0 61.576 0 3510100 35020 135020 -55 -33
35 10 11 aOe 753.500 1691.800 1 4 837.200 1643.400 669.800 1740.100 669.800 1643.400 753.500 1595.100 837.200 1643.400 0.000 0.000 0.000 0.000 1 0 0.764 1.000 0.217 1.000 0.217 1.000 18 1 3510110 False 3 3.600 1 65.993 0 3510110 35020 135020 -55 -33
35 11 0 cOe 1841.800 96.700 0 3 1758.100 48.300 1841.800 193.300 1758.100 145.000 1758.100 48.300 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0.000 0.120 0.000 0.120 0.000 1 1 3511000 False 3 3.600 5 3.005 0 3511000 35000 135000 -55 -33
35 11 1 FOe 1758.100 241.700 0 6 1758.100 145.000 1841.800 193.300 1841.800 290.000 1758.100 338.400 1674.400 290.000 1674.400 193.300 1758.100 145.000 0 0 0.665 2.000 0.366 1.000 0.366 1.000 6 1 3511010 False 3 3.600 0 7.828 0 3511010 35000 135000 -55 -33
35 11 2 FO 1674.400 386.700 0 6 1674.400 290.000 1758.100 338.400 1758.100 435.000 1674.400 483.400 1590.700 435.000 1590.700 338.400 1674.400 290.000 0 0 0.774 2.000 0.413 1.000 0.413 1.000 5 1 3511020 False 3 3.600 0 13.004 0 3511020 35000 135000 -55 -33
35 11 3 FO 1590.700 531.700 0 6 1590.700 435.000 1674.400 483.400 1674.400 580.000 1590.700 628.400 1507.000 580.000 1507.000 483.400 1590.700 435.000 0 0 0.660 2.000 0.365 1.000 0.364 1.000 9 1 3511030 False 3 3.600 0 18.482 0 3511030 35000 135000 -55 -33
35 11 4 FO 1507.000 676.700 0 6 1507.000 580.000 1590.700 628.400 1590.700 725.000 1507.000 773.400 1423.200 725.000 1423.200 628.400 1507.000 580.000 0 0 0.777 2.000 0.413 1.000 0.413 1.000 10 1 3511040 False 3 3.600 0 24.182 0 3511040 35001 135000 -55 -33
35 11 5 bOe 1423.200 821.700 0 5 1507.000 773.400 1423.200 918.400 1339.500 870.000 1339.500 773.400 1423.200 725.000 1507.000 773.400 0.000 0.000 0 0 0.561 1.000 0.316 1.000 0.316 1.000 10 1 3511050 False 3 3.600 1 30.000 0 3511050 35001 135000 -55 -33
35 11 6 FO 1339.500 966.700 1 6 1339.500 870.000 1423.200 918.400 1423.200 1015.100 1339.500 1063.400 1255.800 1015.100 1255.800 918.400 1339.500 870.000 0 1 0.776 2.000 0.413 1.000 0.413 1.000 11 1 3511060 False 3 3.600 1 35.818 0 3511060 35010 135010 -55 -33
35 11 7 FO 1255.800 1111.700 1 6 1255.800 1015.100 1339.500 1063.400 1339.500 1160.100 1255.800 1208.400 1172.100 1160.100 1172.100 1063.400 1255.800 1015.100 0 1 0.657 2.000 0.366 1.000 0.365 1.000 12 1 3511070 False 3 3.600 1 41.517 0 3511070 35010 135010 -55 -33
35 11 8 FO 1172.100 1256.700 1 6 1172.100 1160.100 1255.800 1208.400 1255.800 1305.100 1172.100 1353.400 1088.400 1305.100 1088.400 1208.400 1172.100 1160.100 0 1 0.777 2.000 0.412 1.000 0.412 1.000 32 1 3511080 False 3 3.600 1 46.995 0 3511080 35011 135010 -55 -33
35 11 9 FOe 1088.400 1401.700 1 6 1088.400 1305.100 1172.100 1353.400 1172.100 1450.100 1088.400 1498.400 1004.600 1450.100 1004.600 1353.400 1088.400 1305.100 0 1 0.665 2.000 0.365 1.000 0.365 1.000 14 1 3511090 False 3 3.600 1 52.171 0 3511090 35010 135010 -55 -33
35 11 10 cOe 1004.600 1546.800 1 3 1088.400 1498.400 920.900 1498.400 1004.600 1450.100 1088.400 1498.400 0.000 0.000 0.000 0.000 0.000 0.000 0 1 0.000 0.000 0.120 0.000 0.120 0.000 15 1 3511100 False 3 3.600 1 56.997 0 3511100 35011 135010 -55 -33
35 12 2 cOe 1841.800 386.700 0 3 1841.800 290.000 1758.100 435.000 1758.100 338.400 1841.800 290.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0.000 0.120 0.000 0.120 0.000 5 1 3512020 False 3 3.600 0 11.857 0 3512020 35000 135000 -55 -33
35 12 3 aOe 1758.100 531.700 0 4 1758.100 435.000 1758.100 628.400 1674.400 580.000 1674.400 483.400 1758.100 435.000 0.000 0.000 0.000 0.000 0 0 0.630 1.000 0.220 1.000 0.220 1.000 9 1 3512030 False 3 3.600 0 16.827 0 3512030 35000 135000 -55 -33
35 12 4 bOe 1674.400 676.700 0 5 1758.100 628.400 1674.400 773.400 1590.700 725.000 1590.700 628.400 1674.400 580.000 1758.100 628.400 0.000 0.000 0 0 0.749 1.000 0.317 1.000 0.317 1.000 10 1 3512040 False 3 3.600 1 22.006 0 3512040 35001 135000 -55 -33
35 12 5 cOe 1590.700 821.700 0 3 1674.400 773.400 1507.000 773.400 1590.700 725.000 1674.400 773.400 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0.000 0.120 0.000 0.120 0.000 10 1 3512050 False 3 3.600 1 27.319 0 3512050 35001 135000 -55 -33
35 12 6 cOe 1507.000 966.700 4 3 1423.200 918.400 1507.000 1063.400 1423.200 1015.100 1423.200 918.400 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0.000 0.120 0.000 0.120 0.000 11 1 3512060 False 3 3.600 5 32.679 0 3512060 35001 135000 -55 -33
35 12 7 bOe 1423.200 1111.700 1 5 1507.000 1063.400 1423.200 1208.400 1339.500 1160.100 1339.500 1063.400 1423.200 1015.100 1507.000 1063.400 0.000 0.000 0 1 0.000 0.000 0.317 1.000 0.317 1.000 11 1 3512070 False 3 3.600 1 37.994 0 3512070 35010 135010 -55 -33
35 12 8 aOe 1339.500 1256.700 1 4 1423.200 1208.400 1255.800 1305.100 1255.800 1208.400 1339.500 1160.100 1423.200 1208.400 0.000 0.000 0.000 0.000 0 1 0.000 0.000 0.000 0.000 0.000 0.000 12 1 3512080 False 3 3.600 1 43.173 0 3512080 35010 135010 -55 -33
35 12 9 cOe 1255.800 1401.700 1 3 1255.800 1305.100 1172.100 1450.100 1172.100 1353.400 1255.800 1305.100 0.000 0.000 0.000 0.000 0.000 0.000 0 1 0.000 0.000 0.120 0.000 0.120 0.000 32 1 3512090 False 3 3.600 0 48.142 0 3512090 35011 135010 -55 -33
36 1 3 aIe -83.700 338.400 2 4 -167.400 290.000 0.000 386.700 -83.700 435.000 -167.400 386.700 -167.400 290.000 0.000 0.000 0.000 0.000 1 1 0.878 1.000 1.082 1.000 1.082 1.000 24 0 3601030 False 6 7.200 5 103.893 1 3601031 36030 136031 -55 -33
36 1 4 FI -167.400 483.400 2 6 -83.700 435.000 -83.700 531.700 -167.400 580.000 -251.200 531.700 -251.200 435.000 -167.400 386.700 -83.700 435.000 1 1 0.952 2.000 1.320 2.000 1.196 1.000 24 0 3601040 False 6 7.200 2 109.101 1 3601041 36030 136031 -55 -33
36 1 5 FI -251.200 628.400 2 6 -167.400 580.000 -167.400 676.700 -251.200 725.000 -334.900 676.700 -334.900 580.000 -251.200 531.700 -167.400 580.000 1 1 0.802 2.000 0.866 1.000 0.818 1.000 24 0 3601050 True 6 7.200 2 111.789 1 3601051 36030 136031 -55 -33
36 1 6 F -334.900 773.400 2 6 -251.200 725.000 -251.200 821.700 -334.900 870.000 -418.600 821.700 -418.600 725.000 -334.900 676.700 -251.200 725.000 1 1 0.742 2.000 0.731 1.000 0.714 1.000 23 0 3601060 True 3 3.600 2 113.414 0 3601060 36030 136031 -55 -33
36 1 7 FO -418.600 918.400 2 6 -334.900 870.000 -334.900 966.700 -418.600 1015.100 -502.300 966.700 -502.300 870.000 -418.600 821.700 -334.900 870.000 1 1 0.703 2.000 0.392 1.000 0.387 1.000 23 1 3601070 False 3 3.600 2 114.503 0 3601070 36030 136031 -55 -33
36 1 8 FO -502.300 1063.400 2 6 -418.600 1015.100 -418.600 1111.700 -502.300 1160.100 -586.000 1111.700 -586.000 1015.100 -502.300 966.700 -418.600 1015.100 1 1 0.686 2.000 0.376 1.000 0.375 1.000 23 1 3601080 False 3 3.600 2 115.284 0 3601080 36030 136031 -55 -33
36 1 9 FO -586.000 1208.400 2 6 -502.300 1160.100 -502.300 1256.700 -586.000 1305.100 -669.800 1256.700 -669.800 1160.100 -586.000 1111.700 -502.300 1160.100 1 1 0.669 2.000 0.370 1.000 0.369 1.000 0 0 3601090 False 3 3.600 2 115.871 0 3601090 36030 136030 -55 -33
36 1 10 FO -669.800 1353.400 2 6 -586.000 1305.100 -586.000 1401.700 -669.800 1450.100 -753.500 1401.700 -753.500 1305.100 -669.800 1256.700 -586.000 1305.100 1 1 0.659 2.000 0.367 1.000 0.366 1.000 0 0 3601100 True 3 3.600 2 116.331 0 3601100 36030 136030 -55 -33
36 1 11 FO -753.500 1498.400 2 6 -669.800 1450.100 -669.800 1546.800 -753.500 1595.100 -837.200 1546.800 -837.200 1450.100 -753.500 1401.700 -669.800 1450.100 1 1 0.654 2.000 0.364 1.000 0.364 1.000 0 1 3601110 False 3 3.600 2 116.696 0 3601110 36030 136030 -55 -33
36 1 12 aOe -837.200 1643.400 2 4 -837.200 1740.100 -837.200 1546.700 -753.500 1595.100 -753.500 1691.800 -837.200 1740.100 0.000 0.000 0.000 0.000 1 1 0.363 1.000 0.222 1.000 0.222 1.000 0 1 3601120 False 3 3.600 3 116.996 0 3601120 36030 136030 -55 -33
36 2 3 aIe 83.700 338.400 1 4 -0.000 386.700 167.400 290.000 167.400 386.700 83.700 435.000 -0.000 386.700 0.000 0.000 0.000 0.000 1 0 0.874 1.000 1.073 1.000 1.073 1.000 31 0 3602030 False 6 7.200 4 76.107 1 3602031 36021 136021 -55 -33
36 2 4 FI 0.000 483.400 1 6 83.700 435.000 83.700 531.700 0.000 580.000 -83.700 531.700 -83.700 435.000 0.000 386.700 83.700 435.000 1 0 0.992 2.000 1.233 1.000 1.253 1.000 25 0 3602040 False 6 7.200 1 90.000 1 3602041 36020 136021 -55 -33
36 2 5 FMI -83.700 628.400 1 6 0.000 580.000 0.000 676.700 -83.700 725.000 -167.400 676.700 -167.400 580.000 -83.700 531.700 0.000 580.000 1 0 0.837 2.000 0.645 1.000 0.586 1.000 25 0 3602050 False 6 7.200 2 97.587 1 3602051 36020 136021 -55 -33
36 2 6 FM -167.400 773.400 2 6 -83.700 725.000 -83.700 821.700 -167.400 870.000 -251.200 821.700 -251.200 725.000 -167.400 676.700 -83.700 725.000 1 1 0.755 2.000 0.468 1.000 0.445 1.000 26 0 3602060 True 3 3.600 2 102.213 0 3602060 36031 136031 -55 -33
36 2 7 FO -251.200 918.400 2 6 -167.400 870.000 -167.400 966.700 -251.200 1015.100 -334.900 966.700 -334.900 870.000 -251.200 821.700 -167.400 870.000 1 1 0.716 2.000 0.404 1.000 0.397 1.000 26 1 3602070 False 3 3.600 2 105.297 0 3602070 36031 136031 -55 -33
36 2 8 FO -334.900 1063.400 2 6 -251.200 1015.100 -251.200 1111.700 -334.900 1160.100 -418.600 1111.700 -418.600 1015.100 -334.900 966.700 -251.200 1015.100 1 1 0.693 2.000 0.381 1.000 0.379 1.000 26 1 3602080 False 3 3.600 2 107.481 0 3602080 36031 136031 -55 -33
36 2 9 FO -418.600 1208.400 2 6 -334.900 1160.100 -334.900 1256.700 -418.600 1305.100 -502.300 1256.700 -502.300 1160.100 -418.600 1111.700 -334.900 1160.100 1 1 0.677 2.000 0.371 1.000 0.370 1.000 27 0 3602090 False 3 3.600 2 109.107 0 3602090 36031 136030 -55 -33
36 2 10 FO -502.300 1353.400 2 6 -418.600 1305.100 -418.600 1401.700 -502.300 1450.100 -586.000 1401.700 -586.000 1305.100 -502.300 1256.700 -418.600 1305.100 1 1 0.663 2.000 0.367 1.000 0.366 1.000 27 0 3602100 True 3 3.600 2 110.362 0 3602100 36031 136030 -55 -33
36 2 11 FO -586.000 1498.400 2 6 -502.300 1450.100 -502.300 1546.800 -586.000 1595.100 -669.800 1546.800 -669.800 1450.100 -586.000 1401.700 -502.300 1450.100 1 1 0.658 2.000 0.363 1.000 0.363 1.000 27 1 3602110 False 3 3.600 2 111.360 0 3602110 36031 136030 -55 -33
36 2 12 FO -669.800 1643.400 2 6 -586.000 1595.100 -586.000 1691.800 -669.800 1740.100 -753.500 1691.800 -753.500 1595.100 -669.800 1546.800 -586.000 1595.100 1 1 0.774 2.000 0.412 1.000 0.412 1.000 27 1 3602120 False 3 3.600 2 112.174 0 3602120 36031 136030 -55 -33
36 2 13 cOe -753.500 1788.400 2 3 -669.800 1740.100 -837.200 1740.100 -753.500 1691.800 -669.800 1740.100 0.000 0.000 0.000 0.000 0.000 0.000 1 1 0.000 0.000 0.120 0.000 0.120 0.000 27 1 3602130 False 3 3.600 1 112.847 0 3602130 36031 136030 -55 -33
36 3 1 FIe 418.600 48.300 0 6 334.800 -0.000 418.600 -48.400 502.300 0.000 502.300 96.700 418.600 145.000 334.900 96.700 334.800 -0.000 0 0 1.171 2.000 1.551 2.000 1.565 2.000 35 0 3603010 False 6 7.200 0 6.582 1 3603011 36002 136002 -55 -33
36 3 2 bIe 334.900 193.300 0 5 251.200 241.700 334.900 96.700 418.600 145.000 418.600 241.700 334.900 290.000 251.200 241.700 0.000 0.000 0 0 1.148 2.000 1.452 2.000 1.452 2.000 34 0 3603020 False 6 7.200 4 29.993 1 3603021 36002 136001 -55 -33
36 3 3 FIe 251.200 338.400 1 6 167.500 290.000 251.200 241.700 334.900 290.000 334.900 386.700 251.200 435.000 167.500 386.700 167.500 290.000 0 1 1.171 2.000 1.546 2.000 1.561 2.000 32 0 3603030 False 6 7.200 1 53.413 1 3603031 36011 136011 -55 -33
36 3 4 FI 167.400 483.400 1 6 251.200 435.000 251.200 531.700 167.400 580.000 83.700 531.700 83.700 435.000 167.400 386.700 251.200 435.000 1 0 0.955 2.000 1.322 2.000 1.196 1.000 31 0 3603040 False 6 7.200 1 70.899 1 3603041 36021 136021 -55 -33
36 3 5 FI 83.700 628.400 1 6 167.400 580.000 167.400 676.700 83.700 725.000 0.000 676.700 0.000 580.000 83.700 531.700 167.400 580.000 1 0 0.833 2.000 0.937 1.000 0.875 1.000 25 0 3603050 True 6 7.200 1 82.413 1 3603051 36020 136021 -55 -33
36 3 6 FM 0.000 773.400 1 6 83.700 725.000 83.700 821.700 0.000 870.000 -83.700 821.700 -83.700 725.000 0.000 676.700 83.700 725.000 1 0 0.766 2.000 0.479 1.000 0.453 1.000 29 0 3603060 False 3 3.600 1 90.000 0 3603060 36021 136020 -55 -33
36 3 7 FM -83.700 918.400 2 6 0.000 870.000 0.000 966.700 -83.700 1015.100 -167.400 966.700 -167.400 870.000 -83.700 821.700 0.000 870.000 1 1 0.724 2.000 0.411 1.000 0.403 1.000 28 0 3603070 True 3 3.600 2 95.207 0 3603070 36031 136032 -55 -33
36 3 8 FO -167.400 1063.400 2 6 -83.700 1015.100 -83.700 1111.700 -167.400 1160.100 -251.200 1111.700 -251.200 1015.100 -167.400 966.700 -83.700 1015.100 1 1 0.692 2.000 0.384 1.000 0.382 1.000 28 1 3603080 False 3 3.600 2 98.946 0 3603080 36031 136032 -55 -33
36 3 9 FO -251.200 1208.400 2 6 -167.400 1160.100 -167.400 1256.700 -251.200 1305.100 -334.900 1256.700 -334.900 1160.100 -251.200 1111.700 -167.400 1160.100 1 1 0.678 2.000 0.373 1.000 0.372 1.000 28 1 3603090 False 3 3.600 2 101.743 0 3603090 36031 136032 -55 -33
36 3 10 FO -334.900 1353.400 2 6 -251.200 1305.100 -251.200 1401.700 -334.900 1450.100 -418.600 1401.700 -418.600 1305.100 -334.900 1256.700 -251.200 1305.100 1 1 0.668 2.000 0.368 1.000 0.368 1.000 20 0 3603100 False 3 3.600 2 103.899 0 3603100 36030 136031 -55 -33
36 3 11 FO -418.600 1498.400 2 6 -334.900 1450.100 -334.900 1546.800 -418.600 1595.100 -502.300 1546.800 -502.300 1450.100 -418.600 1401.700 -334.900 1450.100 1 1 0.658 2.000 0.365 1.000 0.365 1.000 20 0 3603110 True 3 3.600 2 105.608 0 3603110 36030 136031 -55 -33
36 3 12 FO -502.300 1643.400 2 6 -418.600 1595.100 -418.600 1691.800 -502.300 1740.100 -586.000 1691.800 -586.000 1595.100 -502.300 1546.800 -418.600 1595.100 1 1 0.657 2.000 0.364 1.000 0.364 1.000 20 1 3603120 False 3 3.600 2 106.996 0 3603120 36030 136031 -55 -33
36 3 13 aOe -586.000 1788.400 2 4 -502.300 1836.800 -669.800 1740.100 -586.000 1691.800 -502.300 1740.100 -502.300 1836.800 0.000 0.000 0.000 0.000 1 1 0.470 1.000 0.221 1.000 0.221 1.000 20 1 3603130 False 3 3.600 2 108.142 0 3603130 36030 136031 -55 -33
36 4 1 FI 586.000 48.300 0 6 502.300 0.000 586.100 -48.300 669.700 0.000 669.800 96.700 586.000 145.000 502.300 96.700 502.300 0.000 0 0 0.875 2.000 1.050 1.000 0.967 1.000 35 0 3604010 False 6 7.200 0 4.712 1 3604011 36002 136002 -55 -33
36 4 2 FI 502.300 193.300 0 6 418.600 145.000 502.300 96.700 586.000 145.000 586.000 241.700 502.300 290.000 418.600 241.700 418.600 145.000 0 0 0.918 2.000 1.212 1.000 1.102 1.000 34 0 3604020 False 6 7.200 0 21.048 1 3604021 36002 136001 -55 -33
36 4 3 FMI 418.600 338.400 0 6 334.900 290.000 418.600 241.700 502.300 290.000 502.300 386.600 418.600 435.000 334.900 386.700 334.900 290.000 0 1 0.923 2.000 0.847 1.000 0.773 1.000 33 0 3604030 False 6 7.200 0 38.952 1 3604031 36011 136011 -55 -33
36 4 4 FI 334.900 483.400 1 6 251.200 435.000 334.900 386.700 418.600 435.000 418.600 531.700 334.900 580.100 251.200 531.600 251.200 435.000 0 1 0.870 2.000 1.041 1.000 0.959 1.000 32 0 3604040 False 6 7.200 1 55.286 1 3604041 36011 136011 -55 -33
36 4 5 FI 251.200 628.400 1 6 334.900 580.000 334.900 676.700 251.200 725.000 167.400 676.700 167.400 580.000 251.200 531.700 334.900 580.000 1 0 0.805 2.000 0.864 1.000 0.817 1.000 31 0 3604050 True 6 7.200 1 68.211 1 3604051 36021 136021 -55 -33
36 4 6 F 167.400 773.400 1 6 251.200 725.000 251.200 821.700 167.400 870.000 83.700 821.700 83.700 725.000 167.400 676.700 251.200 725.000 1 0 0.761 2.000 0.757 1.000 0.734 1.000 30 0 3604060 False 3 3.600 1 77.787 0 3604060 36021 136020 -55 -33
36 4 7 FM 83.700 918.400 1 6 167.400 870.000 167.400 966.700 83.700 1015.100 0.000 966.700 0.000 870.000 83.700 821.700 167.400 870.000 1 0 0.727 2.000 0.413 1.000 0.404 1.000 29 0 3604070 True 3 3.600 1 84.793 0 3604070 36021 136020 -55 -33
36 4 8 FO 0.000 1063.400 1 6 83.700 1015.100 83.700 1111.700 0.000 1160.100 -83.700 1111.700 -83.700 1015.100 0.000 966.700 83.700 1015.100 1 0 0.692 2.000 0.385 1.000 0.382 1.000 16 0 3604080 False 3 3.600 1 90.000 0 3604080 36020 136020 -55 -33
36 4 9 FO -83.700 1208.400 2 6 0.000 1160.100 0.000 1256.700 -83.700 1305.100 -167.400 1256.700 -167.400 1160.100 -83.700 1111.700 0.000 1160.100 1 1 0.682 2.000 0.373 1.000 0.372 1.000 19 0 3604090 False 3 3.600 2 93.962 0 3604090 36030 136030 -55 -33
36 4 10 FO -167.400 1353.400 2 6 -83.700 1305.100 -83.700 1401.700 -167.400 1450.100 -251.200 1401.700 -251.200 1305.100 -167.400 1256.700 -83.700 1305.100 1 1 0.667 2.000 0.367 1.000 0.367 1.000 19 0 3604100 True 3 3.600 2 97.051 0 3604100 36030 136030 -55 -33
36 4 11 FO -251.200 1498.400 2 6 -167.400 1450.100 -167.400 1546.800 -251.200 1595.100 -334.900 1546.800 -334.900 1450.100 -251.200 1401.700 -167.400 1450.100 1 1 0.661 2.000 0.366 1.000 0.366 1.000 19 1 3604110 False 3 3.600 2 99.517 0 3604110 36030 136030 -55 -33
36 4 12 FO -334.900 1643.400 2 6 -251.200 1595.100 -251.200 1691.800 -334.900 1740.100 -418.600 1691.800 -418.600 1595.100 -334.900 1546.800 -251.200 1595.100 1 1 0.657 2.000 0.364 1.000 0.364 1.000 19 1 3604120 False 3 3.600 2 101.518 0 3604120 36030 136030 -55 -33
36 4 13 FOe -418.600 1788.400 2 6 -334.900 1740.100 -334.900 1836.800 -418.600 1885.100 -502.300 1836.800 -502.300 1740.100 -418.600 1691.800 -334.900 1740.100 1 1 0.665 2.000 0.366 1.000 0.366 1.000 19 1 3604130 False 3 3.600 2 103.174 0 3604130 36030 136030 -55 -33
36 5 1 FI 753.500 48.300 0 6 669.700 0.000 753.500 -48.300 837.200 0.000 837.200 96.700 753.400 145.000 669.800 96.700 669.700 0.000 0 0 0.774 2.000 0.787 1.000 0.756 1.000 35 0 3605010 True 6 7.200 0 3.668 1 3605011 36002 136002 -55 -33
36 5 2 FI 669.800 193.300 0 6 586.000 145.000 669.800 96.700 753.400 145.000 753.500 241.600 669.700 290.000 586.000 241.700 586.000 145.000 0 0 0.804 2.000 0.841 1.000 0.798 1.000 34 0 3605020 True 6 7.200 0 16.098 1 3605021 36002 136001 -55 -33
36 5 3 FMI 586.000 338.400 0 6 502.300 290.000 586.000 241.700 669.700 290.000 669.800 386.700 586.000 435.100 502.300 386.600 502.300 290.000 0 0 0.816 2.000 0.573 1.000 0.526 1.000 33 0 3605030 False 6 7.200 0 30.005 1 3605031 36001 136001 -55 -33
36 5 4 FMI 502.300 483.400 1 6 418.600 435.000 502.300 386.600 586.000 435.100 586.100 531.700 502.300 580.100 418.600 531.700 418.600 435.000 0 1 0.796 2.000 0.547 1.000 0.506 1.000 33 0 3605040 True 6 7.200 1 43.902 1 3605041 36011 136011 -55 -33
36 5 5 FI 418.600 628.400 1 6 334.900 580.100 418.600 531.700 502.300 580.100 502.300 676.700 418.600 725.000 334.900 676.700 334.900 580.100 0 1 0.763 2.000 0.789 1.000 0.758 1.000 32 0 3605050 True 6 7.200 1 56.331 1 3605051 36011 136011 -55 -33
36 5 6 F 334.900 773.400 1 6 418.600 725.000 418.600 821.700 334.900 870.000 251.200 821.700 251.200 725.000 334.900 676.700 418.600 725.000 1 0 0.742 2.000 0.732 1.000 0.715 1.000 30 0 3605060 False 3 3.600 1 66.586 0 3605060 36021 136020 -55 -33
36 5 7 FO 251.200 918.400 1 6 334.900 870.000 334.900 966.700 251.200 1015.100 167.400 966.700 167.400 870.000 251.200 821.700 334.900 870.000 1 0 0.718 2.000 0.403 1.000 0.396 1.000 30 0 3605070 True 3 3.600 1 74.703 0 3605070 36021 136020 -55 -33
36 5 8 FO 167.400 1063.400 1 6 251.200 1015.100 251.200 1111.700 167.400 1160.100 83.700 1111.700 83.700 1015.100 167.400 966.700 251.200 1015.100 1 0 0.686 2.000 0.385 1.000 0.382 1.000 29 1 3605080 False 3 3.600 1 81.054 0 3605080 36021 136020 -55 -33
36 5 9 FO 83.700 1208.400 1 6 167.400 1160.100 167.400 1256.700 83.700 1305.100 0.000 1256.700 0.000 1160.100 83.700 1111.700 167.400 1160.100 1 0 0.679 2.000 0.374 1.000 0.373 1.000 16 0 3605090 False 3 3.600 1 86.038 0 3605090 36020 136020 -55 -33
36 5 10 FO 0.000 1353.400 1 6 83.700 1305.100 83.700 1401.700 0.000 1450.100 -83.700 1401.700 -83.700 1305.100 0.000 1256.700 83.700 1305.100 1 0 0.668 2.000 0.367 1.000 0.367 1.000 17 0 3605100 False 3 3.600 1 90.000 0 3605100 36020 136020 -55 -33
36 5 11 FO -83.700 1498.400 2 6 0.000 1450.100 0.000 1546.800 -83.700 1595.100 -167.400 1546.800 -167.400 1450.100 -83.700 1401.700 0.000 1450.100 1 1 0.657 2.000 0.365 1.000 0.365 1.000 18 0 3605110 False 3 3.600 2 93.197 0 3605110 36030 136030 -55 -33
36 5 12 FO -167.400 1643.400 2 6 -83.700 1595.100 -83.700 1691.800 -167.400 1740.100 -251.200 1691.800 -251.200 1595.100 -167.400 1546.800 -83.700 1595.100 1 1 0.774 2.000 0.412 1.000 0.412 1.000 18 0 3605120 True 3 3.600 2 95.816 0 3605120 36030 136030 -55 -33
36 5 13 FO -251.200 1788.400 2 6 -167.400 1740.100 -167.400 1836.800 -251.200 1885.100 -334.900 1836.800 -334.900 1740.100 -251.200 1691.800 -167.400 1740.100 1 1 0.777 2.000 0.414 1.000 0.414 1.000 18 1 3605130 False 3 3.600 2 97.996 0 3605130 36030 136030 -55 -33
36 5 14 cOe -334.900 1933.400 2 3 -251.200 1885.100 -418.600 1885.100 -334.900 1836.800 -251.200 1885.100 0.000 0.000 0.000 0.000 0.000 0.000 1 1 0.000 0.000 0.120 0.000 0.120 0.000 18 1 3605140 False 3 3.600 1 99.827 0 3605140 36030 136030 -55 -33
36 6 1 FM 920.900 48.300 0 6 837.200 0.000 920.900 -48.300 1004.600 0.000 1004.600 96.600 920.900 145.000 837.200 96.700 837.200 0.000 0 0 0.722 2.000 0.409 1.000 0.401 1.000 1 0 3606010 False 3 3.600 0 3.002 0 3606010 36000 136000 -55 -33
36 6 2 FM 837.200 193.300 0 6 753.400 145.000 837.200 96.700 920.900 145.000 920.900 241.700 837.200 290.100 753.500 241.600 753.400 145.000 0 0 0.738 2.000 0.436 1.000 0.421 1.000 3 0 3606020 False 3 3.600 0 13.001 0 3606020 36000 136001 -55 -33
36 6 3 FM 753.500 338.400 0 6 669.700 290.000 753.500 241.600 837.200 290.100 837.200 386.700 753.500 435.100 669.800 386.700 669.700 290.000 0 0 0.749 2.000 0.448 1.000 0.430 1.000 22 0 3606030 True 3 3.600 0 24.185 0 3606030 36001 136000 -55 -33
36 6 4 FM 669.800 483.400 1 6 586.000 435.100 669.800 386.700 753.500 435.100 753.500 531.700 669.700 580.000 586.100 531.700 586.000 435.100 0 1 0.750 2.000 0.452 1.000 0.433 1.000 21 0 3606040 False 3 3.600 1 35.818 0 3606040 36010 136010 -55 -33
36 6 5 FM 586.000 628.400 1 6 502.300 580.100 586.100 531.700 669.700 580.000 669.800 676.700 586.000 725.000 502.300 676.700 502.300 580.100 0 1 0.746 2.000 0.434 1.000 0.419 1.000 21 0 3606050 False 3 3.600 1 47.000 0 3606050 36010 136010 -55 -33
36 6 6 FM 502.300 773.400 1 6 418.600 725.000 502.300 676.700 586.000 725.000 586.000 821.700 502.300 870.000 418.600 821.700 418.600 725.000 0 1 0.722 2.000 0.412 1.000 0.403 1.000 12 0 3606060 False 3 3.600 1 56.997 0 3606060 36010 136010 -55 -33
