plane u v itype x0 y0 irot nvertices vx_0 vy_0 vx_1 vy_1 vx_2 vy_2 vx_3 vy_3 vx_4 vy_4 vx_5 vy_5 vx_6 vy_6 icassette_0 icassette_1 trigRate trigLinks dataRate_ld dataLinks_ld dataRate_hd dataLinks_hd
19 7 0 FM 1172.10000 0.00000 0 6 1172.10000 -96.70000 1255.80000 -48.30000 1255.80000 48.30000 1172.10000 96.70000 1088.40000 48.30000 1088.40000 -48.30000 1172.10000 -96.70000 0 0 0.95300 2.00000 0.47000 1.00000 0.44700 1.00000
19 8 0 FO 1339.50000 0.00000 0 6 1339.50000 -96.70000 1423.20000 -48.30000 1423.20000 48.30000 1339.50000 96.70000 1255.80000 48.30000 1255.80000 -48.30000 1339.50000 -96.70000 0 0 0.85500 2.00000 0.41200 1.00000 0.40200 1.00000
19 9 0 bOe 1507.00000 0.00000 0 5 1507.00000 -96.70000 1590.70000 48.30000 1507.00000 96.70000 1423.20000 48.30000 1423.20000 -48.30000 1507.00000 -96.70000 0.00000 0.00000 0 0 0.67100 1.00000 0.34200 1.00000 0.34200 1.00000
19 3 1 FI 418.60000 145.00000 0 6 418.60000 48.30000 502.30000 96.70000 502.30000 193.30000 418.60000 241.70000 334.90000 193.30000 334.90000 96.70000 418.60000 48.30000 0 0 3.37400 4.00000 2.33100 2.00000 2.50700 2.00000
19 4 1 FI 586.00000 145.00000 0 6 586.00000 48.30000 669.80000 96.70000 669.80000 193.30000 586.00000 241.70000 502.30000 193.30000 502.30000 96.70000 586.00000 48.30000 0 0 2.09000 3.00000 1.57600 2.00000 1.58400 2.00000
19 5 1 FI 753.50000 145.00000 0 6 753.50000 48.30000 837.20000 96.70000 837.20000 193.30000 753.50000 241.70000 669.80000 193.30000 669.80000 96.70000 753.50000 48.30000 0 0 1.45600 2.00000 1.27600 1.00000 1.15100 1.00000
19 6 1 FM 920.90000 145.00000 0 6 920.90000 48.30000 1004.60000 96.70000 1004.60000 193.30000 920.90000 241.70000 837.20000 193.30000 837.20000 96.70000 920.90000 48.30000 0 0 1.18100 2.00000 0.65900 1.00000 0.59700 1.00000
19 7 1 FM 1088.40000 145.00000 0 6 1088.40000 48.30000 1172.10000 96.70000 1172.10000 193.30000 1088.40000 241.70000 1004.60000 193.30000 1004.60000 96.70000 1088.40000 48.30000 0 0 0.99600 2.00000 0.50800 1.00000 0.47600 1.00000
19 8 1 FO 1255.80000 145.00000 0 6 1255.80000 48.30000 1339.50000 96.70000 1339.50000 193.30000 1255.80000 241.70000 1172.10000 193.30000 1172.10000 96.70000 1255.80000 48.30000 0 0 0.89400 2.00000 0.43600 1.00000 0.42100 1.00000
19 9 1 FO 1423.20000 145.00000 0 6 1423.20000 48.30000 1507.00000 96.70000 1507.00000 193.30000 1423.20000 241.70000 1339.50000 193.30000 1339.50000 96.70000 1423.20000 48.30000 0 0 0.95200 2.00000 0.44700 1.00000 0.44700 1.00000
19 3 2 FI 334.90000 290.00000 1 6 334.90000 193.30000 418.60000 241.70000 418.60000 338.40000 334.90000 386.70000 251.20000 338.40000 251.20000 241.70000 334.90000 193.30000 0 0 3.39100 4.00000 2.34200 2.00000 2.52300 2.00000
19 4 2 FI 502.30000 290.00000 1 6 502.30000 193.30000 586.00000 241.70000 586.00000 338.40000 502.30000 386.70000 418.60000 338.40000 418.60000 241.70000 502.30000 193.30000 0 0 2.20300 3.00000 1.64000 2.00000 1.65400 2.00000
19 5 2 FI 669.80000 290.00000 0 6 669.80000 193.30000 753.50000 241.70000 753.50000 338.40000 669.80000 386.70000 586.00000 338.40000 586.00000 241.70000 669.80000 193.30000 0 0 1.59600 2.00000 1.24100 1.00000 1.26300 1.00000
19 6 2 FMI 837.20000 290.00000 0 6 837.20000 193.30000 920.90000 241.70000 920.90000 338.40000 837.20000 386.70000 753.50000 338.40000 753.50000 241.70000 837.20000 193.30000 0 0 1.25500 2.00000 0.71600 1.00000 0.64500 1.00000
19 7 2 FM 1004.60000 290.00000 0 6 1004.60000 193.30000 1088.40000 241.70000 1088.40000 338.40000 1004.60000 386.70000 920.90000 338.40000 920.90000 241.70000 1004.60000 193.30000 0 0 1.03400 2.00000 0.54200 1.00000 0.50200 1.00000
19 8 2 FM 1172.10000 290.00000 0 6 1172.10000 193.30000 1255.80000 241.70000 1255.80000 338.40000 1172.10000 386.70000 1088.40000 338.40000 1088.40000 241.70000 1172.10000 193.30000 0 0 0.92300 2.00000 0.45600 1.00000 0.43500 1.00000
19 9 2 FO 1339.50000 290.00000 0 6 1339.50000 193.30000 1423.20000 241.70000 1423.20000 338.40000 1339.50000 386.70000 1255.80000 338.40000 1255.80000 241.70000 1339.50000 193.30000 0 0 0.83700 2.00000 0.40800 1.00000 0.40000 1.00000
19 4 3 FI 418.60000 435.00000 1 6 418.60000 338.40000 502.30000 386.70000 502.30000 483.40000 418.60000 531.70000 334.90000 483.40000 334.90000 386.70000 418.60000 338.40000 0 0 2.09800 3.00000 1.58600 2.00000 1.59100 2.00000
19 5 3 FI 586.00000 435.00000 1 6 586.00000 338.40000 669.80000 386.70000 669.80000 483.40000 586.00000 531.70000 502.30000 483.40000 502.30000 386.70000 586.00000 338.40000 0 0 1.59400 2.00000 1.23200 1.00000 1.25200 1.00000
19 6 3 FMI 753.50000 435.00000 1 6 753.50000 338.40000 837.20000 386.70000 837.20000 483.40000 753.50000 531.70000 669.80000 483.40000 669.80000 386.70000 753.50000 338.40000 0 0 1.26700 2.00000 0.73300 1.00000 0.66000 1.00000
19 7 3 FM 920.90000 435.00000 0 6 920.90000 338.40000 1004.60000 386.70000 1004.60000 483.40000 920.90000 531.70000 837.20000 483.40000 837.20000 386.70000 920.90000 338.40000 0 0 1.08600 2.00000 0.55900 1.00000 0.51600 1.00000
19 8 3 FM 1088.40000 435.00000 0 6 1088.40000 338.40000 1172.10000 386.70000 1172.10000 483.40000 1088.40000 531.70000 1004.60000 483.40000 1004.60000 386.70000 1088.40000 338.40000 0 0 0.95900 2.00000 0.46900 1.00000 0.44600 1.00000
19 9 3 FO 1255.80000 435.00000 0 6 1255.80000 338.40000 1339.50000 386.70000 1339.50000 483.40000 1255.80000 531.70000 1172.10000 483.40000 1172.10000 386.70000 1255.80000 338.40000 0 0 0.85500 2.00000 0.41300 1.00000 0.40400 1.00000
19 10 3 FOe 1423.20000 435.00000 0 6 1423.20000 338.40000 1507.00000 386.70000 1507.00000 483.40000 1423.20000 531.70000 1339.50000 483.40000 1339.50000 386.70000 1423.20000 338.40000 0 0 0.79200 2.00000 0.39500 1.00000 0.39000 1.00000
19 5 4 FI 502.30000 580.00000 1 6 502.30000 483.40000 586.00000 531.70000 586.00000 628.40000 502.30000 676.70000 418.60000 628.40000 418.60000 531.70000 502.30000 483.40000 0 0 1.46200 2.00000 1.27300 1.00000 1.14900 1.00000
19 6 4 FMI 669.80000 580.00000 1 6 669.80000 483.40000 753.50000 531.70000 753.50000 628.40000 669.80000 676.70000 586.00000 628.40000 586.00000 531.70000 669.80000 483.40000 0 0 1.24000 2.00000 0.71500 1.00000 0.64400 1.00000
19 7 4 FM 837.20000 580.00000 1 6 837.20000 483.40000 920.90000 531.70000 920.90000 628.40000 837.20000 676.70000 753.50000 628.40000 753.50000 531.70000 837.20000 483.40000 0 0 1.08200 2.00000 0.55300 1.00000 0.51100 1.00000
19 8 4 FM 1004.60000 580.00000 1 6 1004.60000 483.40000 1088.40000 531.70000 1088.40000 628.40000 1004.60000 676.70000 920.90000 628.40000 920.90000 531.70000 1004.60000 483.40000 0 0 0.95200 2.00000 0.47500 1.00000 0.45000 1.00000
19 9 4 FO 1172.10000 580.00000 0 6 1172.10000 483.40000 1255.80000 531.70000 1255.80000 628.40000 1172.10000 676.70000 1088.40000 628.40000 1088.40000 531.70000 1172.10000 483.40000 0 0 0.86600 2.00000 0.42200 1.00000 0.41100 1.00000
19 10 4 FOe 1339.50000 580.00000 0 6 1339.50000 483.40000 1423.20000 531.70000 1423.20000 628.40000 1339.50000 676.70000 1255.80000 628.40000 1255.80000 531.70000 1339.50000 483.40000 0 0 0.95100 2.00000 0.44700 1.00000 0.44700 1.00000
19 6 5 FM 586.00000 725.00000 1 6 586.00000 628.40000 669.80000 676.70000 669.80000 773.40000 586.00000 821.70000 502.30000 773.40000 502.30000 676.70000 586.00000 628.40000 0 0 1.19600 2.00000 0.65900 1.00000 0.59600 1.00000
19 7 5 FM 753.50000 725.00000 1 6 753.50000 628.40000 837.20000 676.70000 837.20000 773.40000 753.50000 821.70000 669.80000 773.40000 669.80000 676.70000 753.50000 628.40000 0 0 1.03700 2.00000 0.53700 1.00000 0.49800 1.00000
19 8 5 FM 920.90000 725.00000 1 6 920.90000 628.40000 1004.60000 676.70000 1004.60000 773.40000 920.90000 821.70000 837.20000 773.40000 837.20000 676.70000 920.90000 628.40000 0 0 0.95200 2.00000 0.47000 1.00000 0.44600 1.00000
19 9 5 FO 1088.40000 725.00000 1 6 1088.40000 628.40000 1172.10000 676.70000 1172.10000 773.40000 1088.40000 821.70000 1004.60000 773.40000 1004.60000 676.70000 1088.40000 628.40000 0 0 0.86800 2.00000 0.42100 1.00000 0.40900 1.00000
19 10 5 bOe 1255.80000 725.00000 1 5 1339.50000 676.70000 1255.80000 821.70000 1172.10000 773.40000 1172.10000 676.70000 1255.80000 628.40000 1339.50000 676.70000 0.00000 0.00000 0 0 0.69000 1.00000 0.35000 1.00000 0.35000 1.00000
19 7 6 FM 669.80000 870.00000 1 6 669.80000 773.40000 753.50000 821.70000 753.50000 918.40000 669.80000 966.70000 586.00000 918.40000 586.00000 821.70000 669.80000 773.40000 0 0 0.99200 2.00000 0.50700 1.00000 0.47500 1.00000
19 8 6 FM 837.20000 870.00000 1 6 837.20000 773.40000 920.90000 821.70000 920.90000 918.40000 837.20000 966.70000 753.50000 918.40000 753.50000 821.70000 837.20000 773.40000 0 0 0.92900 2.00000 0.45400 1.00000 0.43400 1.00000
19 9 6 FO 1004.60000 870.00000 1 6 1004.60000 773.40000 1088.40000 821.70000 1088.40000 918.40000 1004.60000 966.70000 920.90000 918.40000 920.90000 821.70000 1004.60000 773.40000 0 0 0.86400 2.00000 0.41700 1.00000 0.40700 1.00000
19 10 6 FOe 1172.10000 870.00000 1 6 1172.10000 773.40000 1255.80000 821.70000 1255.80000 918.40000 1172.10000 966.70000 1088.40000 918.40000 1088.40000 821.70000 1172.10000 773.40000 0 0 0.95200 2.00000 0.44400 1.00000 0.44400 1.00000
19 8 7 FO 753.50000 1015.10000 1 6 753.50000 918.40000 837.20000 966.70000 837.20000 1063.40000 753.50000 1111.70000 669.80000 1063.40000 669.80000 966.70000 753.50000 918.40000 0 0 0.88900 2.00000 0.43100 1.00000 0.41700 1.00000
19 9 7 FO 920.90000 1015.10000 1 6 920.90000 918.40000 1004.60000 966.70000 1004.60000 1063.40000 920.90000 1111.70000 837.20000 1063.40000 837.20000 966.70000 920.90000 918.40000 0 0 0.82900 2.00000 0.40700 1.00000 0.39900 1.00000
19 10 7 FOe 1088.40000 1015.10000 1 6 1088.40000 918.40000 1172.10000 966.70000 1172.10000 1063.40000 1088.40000 1111.70000 1004.60000 1063.40000 1004.60000 966.70000 1088.40000 918.40000 0 0 0.79300 2.00000 0.39600 1.00000 0.39100 1.00000
19 9 8 FOe 837.20000 1160.10000 1 6 837.20000 1063.40000 920.90000 1111.70000 920.90000 1208.40000 837.20000 1256.70000 753.50000 1208.40000 753.50000 1111.70000 837.20000 1063.40000 0 0 0.81000 2.00000 0.39800 1.00000 0.39200 1.00000
19 2 0 gIe 334.90000 0.00000 3 6 334.90000 96.70000 310.30000 82.50000 310.30000 -82.50000 334.90000 -96.70000 418.60000 -48.30000 418.60000 48.30000 334.90000 96.70000 0 0 4.44800 5.00000 3.37400 3.00000 3.37400 3.00000
19 2 1 dIe 251.20000 145.00000 3 5 251.20000 241.70000 226.60000 227.50000 310.30000 82.50000 334.90000 96.70000 334.90000 193.30000 251.20000 241.70000 0.00000 0.00000 0 0 3.20900 4.00000 2.26800 2.00000 2.26800 2.00000
19 10 1 cOe 1590.70000 145.00000 0 3 1590.70000 48.30000 1507.00000 193.30000 1507.00000 96.70000 1590.70000 48.30000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0 0 0.00000 0.00000 0.12000 0.00000 0.12000 0.00000
19 10 2 aOe 1507.00000 290.00000 0 4 1507.00000 193.30000 1507.00000 386.70000 1423.20000 338.40000 1423.20000 241.70000 1507.00000 193.30000 0.00000 0.00000 0.00000 0.00000 0 0 0.41600 1.00000 0.24500 1.00000 0.24500 1.00000
19 11 4 cOe 1507.00000 580.00000 0 3 1507.00000 483.40000 1423.20000 628.40000 1423.20000 531.70000 1507.00000 483.40000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0 0 0.00000 0.00000 0.12000 0.00000 0.12000 0.00000
19 11 7 cOe 1255.80000 1015.10000 0 3 1255.80000 918.40000 1172.10000 1063.40000 1172.10000 966.70000 1255.80000 918.40000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0 0 0.00000 0.00000 0.12000 0.00000 0.12000 0.00000
19 10 8 aOe 1004.60000 1160.10000 1 4 1088.40000 1111.70000 920.90000 1208.40000 920.90000 1111.70000 1004.60000 1063.40000 1088.40000 1111.70000 0.00000 0.00000 0.00000 0.00000 0 0 0.41300 1.00000 0.24200 1.00000 0.24200 1.00000
20 3 0 FI 502.30000 0.00000 0 6 502.30000 -96.70000 586.00000 -48.30000 586.00000 48.30000 502.30000 96.70000 418.60000 48.30000 418.60000 -48.30000 502.30000 -96.70000 0 0 0.00000 2.00000 1.82600 2.00000 1.91600 2.00000
20 4 0 FI 669.80000 0.00000 0 6 669.80000 -96.70000 753.50000 -48.30000 753.50000 48.30000 669.80000 96.70000 586.00000 48.30000 586.00000 -48.30000 669.80000 -96.70000 0 0 0.00000 2.00000 1.32700 2.00000 1.35000 2.00000
20 5 0 FMI 837.20000 0.00000 3 6 837.20000 -96.70000 920.90000 -48.30000 920.90000 48.30000 837.20000 96.70000 753.50000 48.30000 753.50000 -48.30000 837.20000 -96.70000 0 0 0.00000 2.00000 0.74600 1.00000 0.66400 1.00000
20 6 0 FM 1004.60000 0.00000 3 6 1004.60000 -96.70000 1088.40000 -48.30000 1088.40000 48.30000 1004.60000 96.70000 920.90000 48.30000 920.90000 -48.30000 1004.60000 -96.70000 0 0 0.00000 2.00000 0.54900 1.00000 0.50100 1.00000
20 7 0 FM 1172.10000 0.00000 3 6 1172.10000 -96.70000 1255.80000 -48.30000 1255.80000 48.30000 1172.10000 96.70000 1088.40000 48.30000 1088.40000 -48.30000 1172.10000 -96.70000 0 0 0.00000 2.00000 0.45800 1.00000 0.43100 1.00000
20 8 0 FO 1339.50000 0.00000 3 6 1339.50000 -96.70000 1423.20000 -48.30000 1423.20000 48.30000 1339.50000 96.70000 1255.80000 48.30000 1255.80000 -48.30000 1339.50000 -96.70000 0 0 0.00000 2.00000 0.40500 1.00000 0.39200 1.00000
20 9 0 aOe 1507.00000 0.00000 3 4 1507.00000 -96.70000 1507.00000 96.70000 1423.20000 48.30000 1423.20000 -48.30000 1507.00000 -96.70000 0.00000 0.00000 0.00000 0.00000 0 0 0.00000 0.00000 0.24200 1.00000 0.24200 1.00000
20 3 1 FI 418.60000 145.00000 0 6 418.60000 48.30000 502.30000 96.70000 502.30000 193.30000 418.60000 241.70000 334.90000 193.30000 334.90000 96.70000 418.60000 48.30000 0 0 0.00000 2.00000 2.21800 2.00000 2.34200 2.00000
20 4 1 FI 586.00000 145.00000 0 6 586.00000 48.30000 669.80000 96.70000 669.80000 193.30000 586.00000 241.70000 502.30000 193.30000 502.30000 96.70000 586.00000 48.30000 0 0 0.00000 2.00000 1.51600 2.00000 1.52500 2.00000
20 5 1 FI 753.50000 145.00000 0 6 753.50000 48.30000 837.20000 96.70000 837.20000 193.30000 753.50000 241.70000 669.80000 193.30000 669.80000 96.70000 753.50000 48.30000 0 0 0.00000 2.00000 1.22900 1.00000 1.09900 1.00000
20 6 1 FM 920.90000 145.00000 3 6 920.90000 48.30000 1004.60000 96.70000 1004.60000 193.30000 920.90000 241.70000 837.20000 193.30000 837.20000 96.70000 920.90000 48.30000 0 0 0.00000 2.00000 0.63100 1.00000 0.56700 1.00000
20 7 1 FM 1088.40000 145.00000 3 6 1088.40000 48.30000 1172.10000 96.70000 1172.10000 193.30000 1088.40000 241.70000 1004.60000 193.30000 1004.60000 96.70000 1088.40000 48.30000 0 0 0.00000 2.00000 0.49200 1.00000 0.45700 1.00000
20 8 1 FO 1255.80000 145.00000 3 6 1255.80000 48.30000 1339.50000 96.70000 1339.50000 193.30000 1255.80000 241.70000 1172.10000 193.30000 1172.10000 96.70000 1255.80000 48.30000 0 0 0.00000 2.00000 0.42400 1.00000 0.40500 1.00000
20 9 1 FOe 1423.20000 145.00000 3 6 1423.20000 48.30000 1507.00000 96.70000 1507.00000 193.30000 1423.20000 241.70000 1339.50000 193.30000 1339.50000 96.70000 1423.20000 48.30000 0 0 0.00000 2.00000 0.39400 1.00000 0.38500 1.00000
20 3 2 FI 334.90000 290.00000 1 6 334.90000 193.30000 418.60000 241.70000 418.60000 338.40000 334.90000 386.70000 251.20000 338.40000 251.20000 241.70000 334.90000 193.30000 0 0 0.00000 2.00000 2.22500 2.00000 2.35200 2.00000
20 4 2 FI 502.30000 290.00000 1 6 502.30000 193.30000 586.00000 241.70000 586.00000 338.40000 502.30000 386.70000 418.60000 338.40000 418.60000 241.70000 502.30000 193.30000 0 0 0.00000 2.00000 1.58800 2.00000 1.59000 2.00000
20 5 2 FI 669.80000 290.00000 1 6 669.80000 193.30000 753.50000 241.70000 753.50000 338.40000 669.80000 386.70000 586.00000 338.40000 586.00000 241.70000 669.80000 193.30000 0 0 0.00000 2.00000 1.19000 1.00000 1.20900 1.00000
20 6 2 FMI 837.20000 290.00000 3 6 837.20000 193.30000 920.90000 241.70000 920.90000 338.40000 837.20000 386.70000 753.50000 338.40000 753.50000 241.70000 837.20000 193.30000 0 0 0.00000 2.00000 0.68600 1.00000 0.61300 1.00000
20 7 2 FM 1004.60000 290.00000 3 6 1004.60000 193.30000 1088.40000 241.70000 1088.40000 338.40000 1004.60000 386.70000 920.90000 338.40000 920.90000 241.70000 1004.60000 193.30000 0 0 0.00000 2.00000 0.52100 1.00000 0.47900 1.00000
20 8 2 FM 1172.10000 290.00000 3 6 1172.10000 193.30000 1255.80000 241.70000 1255.80000 338.40000 1172.10000 386.70000 1088.40000 338.40000 1088.40000 241.70000 1172.10000 193.30000 0 0 0.00000 2.00000 0.44400 1.00000 0.42000 1.00000
20 9 2 FO 1339.50000 290.00000 3 6 1339.50000 193.30000 1423.20000 241.70000 1423.20000 338.40000 1339.50000 386.70000 1255.80000 338.40000 1255.80000 241.70000 1339.50000 193.30000 0 0 0.00000 2.00000 0.40200 1.00000 0.39000 1.00000
20 4 3 FI 418.60000 435.00000 1 6 418.60000 338.40000 502.30000 386.70000 502.30000 483.40000 418.60000 531.70000 334.90000 483.40000 334.90000 386.70000 418.60000 338.40000 0 0 0.00000 2.00000 1.52600 2.00000 1.53300 2.00000
20 5 3 FI 586.00000 435.00000 1 6 586.00000 338.40000 669.80000 386.70000 669.80000 483.40000 586.00000 531.70000 502.30000 483.40000 502.30000 386.70000 586.00000 338.40000 0 0 0.00000 2.00000 1.18400 1.00000 1.20200 1.00000
20 6 3 FMI 753.50000 435.00000 4 6 753.50000 338.40000 837.20000 386.70000 837.20000 483.40000 753.50000 531.70000 669.80000 483.40000 669.80000 386.70000 753.50000 338.40000 0 0 0.00000 2.00000 0.70800 1.00000 0.63100 1.00000
20 7 3 FM 920.90000 435.00000 3 6 920.90000 338.40000 1004.60000 386.70000 1004.60000 483.40000 920.90000 531.70000 837.20000 483.40000 837.20000 386.70000 920.90000 338.40000 0 0 0.00000 2.00000 0.53600 1.00000 0.49200 1.00000
20 8 3 FM 1088.40000 435.00000 3 6 1088.40000 338.40000 1172.10000 386.70000 1172.10000 483.40000 1088.40000 531.70000 1004.60000 483.40000 1004.60000 386.70000 1088.40000 338.40000 0 0 0.00000 2.00000 0.45500 1.00000 0.42900 1.00000
20 9 3 FO 1255.80000 435.00000 3 6 1255.80000 338.40000 1339.50000 386.70000 1339.50000 483.40000 1255.80000 531.70000 1172.10000 483.40000 1172.10000 386.70000 1255.80000 338.40000 0 0 0.00000 2.00000 0.40800 1.00000 0.39400 1.00000
20 10 3 bOe 1423.20000 435.00000 4 5 1507.00000 386.70000 1423.20000 531.70000 1339.50000 483.40000 1339.50000 386.70000 1423.20000 338.30000 1507.00000 386.70000 0.00000 0.00000 0 0 0.00000 0.00000 0.34100 1.00000 0.34100 1.00000
20 5 4 FI 502.30000 580.00000 1 6 502.30000 483.40000 586.00000 531.70000 586.00000 628.40000 502.30000 676.70000 418.60000 628.40000 418.60000 531.70000 502.30000 483.40000 0 0 0.00000 2.00000 1.23000 1.00000 1.10000 1.00000
20 6 4 FMI 669.80000 580.00000 4 6 669.80000 483.40000 753.50000 531.70000 753.50000 628.40000 669.80000 676.70000 586.00000 628.40000 586.00000 531.70000 669.80000 483.40000 0 0 0.00000 2.00000 0.68300 1.00000 0.60900 1.00000
20 7 4 FM 837.20000 580.00000 4 6 837.20000 483.40000 920.90000 531.70000 920.90000 628.40000 837.20000 676.70000 753.50000 628.40000 753.50000 531.70000 837.20000 483.40000 0 0 0.00000 2.00000 0.53300 1.00000 0.48900 1.00000
20 8 4 FM 1004.60000 580.00000 4 6 1004.60000 483.40000 1088.40000 531.70000 1088.40000 628.40000 1004.60000 676.70000 920.90000 628.40000 920.90000 531.70000 1004.60000 483.40000 0 0 0.00000 2.00000 0.45900 1.00000 0.43200 1.00000
20 9 4 FO 1172.10000 580.00000 3 6 1172.10000 483.40000 1255.80000 531.70000 1255.80000 628.40000 1172.10000 676.70000 1088.40000 628.40000 1088.40000 531.70000 1172.10000 483.40000 0 0 0.00000 2.00000 0.41600 1.00000 0.40000 1.00000
20 10 4 FOe 1339.50000 580.00000 3 6 1339.50000 483.40000 1423.20000 531.70000 1423.20000 628.40000 1339.50000 676.70000 1255.80000 628.40000 1255.80000 531.70000 1339.50000 483.40000 0 0 0.00000 2.00000 0.39400 1.00000 0.38500 1.00000
20 6 5 FM 586.00000 725.00000 4 6 586.00000 628.40000 669.80000 676.70000 669.80000 773.40000 586.00000 821.70000 502.30000 773.40000 502.30000 676.70000 586.00000 628.40000 0 0 0.00000 2.00000 0.63000 1.00000 0.56600 1.00000
20 7 5 FM 753.50000 725.00000 4 6 753.50000 628.40000 837.20000 676.70000 837.20000 773.40000 753.50000 821.70000 669.80000 773.40000 669.80000 676.70000 753.50000 628.40000 0 0 0.00000 2.00000 0.51900 1.00000 0.47800 1.00000
20 8 5 FM 920.90000 725.00000 4 6 920.90000 628.40000 1004.60000 676.70000 1004.60000 773.40000 920.90000 821.70000 837.20000 773.40000 837.20000 676.70000 920.90000 628.40000 0 0 0.00000 2.00000 0.45600 1.00000 0.42900 1.00000
20 9 5 FO 1088.40000 725.00000 4 6 1088.40000 628.40000 1172.10000 676.70000 1172.10000 773.40000 1088.40000 821.70000 1004.60000 773.40000 1004.60000 676.70000 1088.40000 628.40000 0 0 0.00000 2.00000 0.41100 1.00000 0.39600 1.00000
20 10 5 bOe 1255.80000 725.00000 4 5 1339.50000 676.70000 1255.80000 821.70000 1172.10000 773.40000 1172.10000 676.70000 1255.80000 628.40000 1339.50000 676.70000 0.00000 0.00000 0 0 0.00000 0.00000 0.34500 1.00000 0.34500 1.00000
20 7 6 FM 669.80000 870.00000 4 6 669.80000 773.40000 753.50000 821.70000 753.50000 918.40000 669.80000 966.70000 586.00000 918.40000 586.00000 821.70000 669.80000 773.40000 0 0 0.00000 2.00000 0.49300 1.00000 0.45800 1.00000
20 8 6 FM 837.20000 870.00000 4 6 837.20000 773.40000 920.90000 821.70000 920.90000 918.40000 837.20000 966.70000 753.50000 918.40000 753.50000 821.70000 837.20000 773.40000 0 0 0.00000 2.00000 0.44300 1.00000 0.42000 1.00000
20 9 6 FO 1004.60000 870.00000 4 6 1004.60000 773.40000 1088.40000 821.70000 1088.40000 918.40000 1004.60000 966.70000 920.90000 918.40000 920.90000 821.70000 1004.60000 773.40000 0 0 0.00000 2.00000 0.40800 1.00000 0.39500 1.00000
20 10 6 FOe 1172.10000 870.00000 4 6 1172.10000 773.40000 1255.80000 821.70000 1255.80000 918.40000 1172.10000 966.70000 1088.40000 918.40000 1088.40000 821.70000 1172.10000 773.40000 0 0 0.00000 2.00000 0.39100 1.00000 0.38300 1.00000
20 8 7 FO 753.50000 1015.10000 4 6 753.50000 918.40000 837.20000 966.70000 837.20000 1063.40000 753.50000 1111.70000 669.80000 1063.40000 669.80000 966.70000 753.50000 918.40000 0 0 0.00000 2.00000 0.42400 1.00000 0.40600 1.00000
20 9 7 FO 920.90000 1015.10000 4 6 920.90000 918.40000 1004.60000 966.70000 1004.60000 1063.40000 920.90000 1111.70000 837.20000 1063.40000 837.20000 966.70000 920.90000 918.40000 0 0 0.00000 2.00000 0.40100 1.00000 0.39000 1.00000
20 10 7 bOe 1088.40000 1015.10000 4 5 1172.10000 966.70000 1088.40000 1111.70000 1004.60000 1063.40000 1004.60000 966.70000 1088.40000 918.40000 1172.10000 966.70000 0.00000 0.00000 0 0 0.00000 0.00000 0.34300 1.00000 0.34300 1.00000
20 9 8 FOe 837.20000 1160.10000 4 6 837.20000 1063.40000 920.90000 1111.70000 920.90000 1208.40000 837.20000 1256.70000 753.50000 1208.40000 753.50000 1111.70000 837.20000 1063.40000 0 0 0.00000 2.00000 0.39300 1.00000 0.38400 1.00000
20 2 0 gIe 334.90000 0.00000 6 6 334.90000 96.70000 310.30000 82.50000 310.30000 -82.50000 334.90000 -96.70000 418.60000 -48.30000 418.60000 48.30000 334.90000 96.70000 0 0 0.00000 0.00000 3.12700 3.00000 3.12700 3.00000
20 2 1 dIe 251.20000 145.00000 6 5 251.20000 241.70000 226.60000 227.50000 310.30000 82.50000 334.90000 96.70000 334.90000 193.30000 251.20000 241.70000 0.00000 0.00000 0 0 0.00000 0.00000 2.12400 2.00000 2.12400 2.00000
20 10 2 aOe 1507.00000 290.00000 3 4 1507.00000 193.30000 1507.00000 386.70000 1423.20000 338.40000 1423.20000 241.70000 1507.00000 193.30000 0.00000 0.00000 0.00000 0.00000 0 0 0.00000 0.00000 0.24000 1.00000 0.24000 1.00000
20 10 8 aOe 1004.60000 1160.10000 4 4 1088.40000 1111.70000 920.90000 1208.40000 920.90000 1111.70000 1004.60000 1063.40000 1088.40000 1111.70000 0.00000 0.00000 0.00000 0.00000 0 0 0.00000 0.00000 0.23900 1.00000 0.23900 1.00000
21 3 0 FI 502.30000 0.00000 0 6 502.30000 -96.70000 586.00000 -48.30000 586.00000 48.30000 502.30000 96.70000 418.60000 48.30000 418.60000 -48.30000 502.30000 -96.70000 0 0 2.52400 3.00000 1.84700 2.00000 1.94000 2.00000
21 4 0 FI 669.80000 0.00000 0 6 669.80000 -96.70000 753.50000 -48.30000 753.50000 48.30000 669.80000 96.70000 586.00000 48.30000 586.00000 -48.30000 669.80000 -96.70000 0 0 1.69100 2.00000 1.32600 2.00000 1.35000 2.00000
21 5 0 FMI 837.20000 0.00000 0 6 837.20000 -96.70000 920.90000 -48.30000 920.90000 48.30000 837.20000 96.70000 753.50000 48.30000 753.50000 -48.30000 837.20000 -96.70000 0 0 1.23900 2.00000 0.74500 1.00000 0.66600 1.00000
21 6 0 FM 1004.60000 0.00000 0 6 1004.60000 -96.70000 1088.40000 -48.30000 1088.40000 48.30000 1004.60000 96.70000 920.90000 48.30000 920.90000 -48.30000 1004.60000 -96.70000 0 0 1.03800 2.00000 0.54700 1.00000 0.50300 1.00000
